content_id,title,channel,publish_date,views,clicks,utm_source,utm_medium,utm_campaign
CNT-01002,Podcast piece #1002,podcast,2024-08-21,23378,682,podcast,audio,cmp_027
CNT-01003,Youtube piece #1003,youtube,2025-06-16,75068,3351,youtube,video,cmp_012
CNT-01004,Newsletter piece #1004,newsletter,2024-04-28,14133,395,newsletter,email,
CNT-01005,Blog piece #1005,blog,2025-03-30,6556,388,blog,content,
CNT-01006,Newsletter piece #1006,newsletter,2025-01-11,12853,222,newsletter,email,cmp_008
CNT-01007,Newsletter piece #1007,newsletter,2025-03-24,861,12,newsletter,email,
CNT-01008,Youtube piece #1008,youtube,2024-06-21,39243,445,youtube,video,cmp_021
CNT-01009,Newsletter piece #1009,newsletter,2024-05-05,8542,290,newsletter,email,
CNT-01010,Podcast piece #1010,podcast,2024-10-06,24409,1155,podcast,audio,
CNT-01011,Instagram piece #1011,instagram,2025-05-02,5839,346,instagram,social,cmp_013
CNT-01012,Youtube piece #1012,youtube,2024-05-05,50,1,youtube,video,
CNT-01013,Twitter piece #1013,twitter,2024-01-31,13923,160,twitter,social,
CNT-01014,Newsletter piece #1014,newsletter,2024-11-30,8926,142,newsletter,email,cmp_008
CNT-01015,Blog piece #1015,blog,2025-06-16,6703,124,blog,content,cmp_006
CNT-01016,Podcast piece #1016,podcast,2024-12-17,50,2,podcast,audio,cmp_005
CNT-01017,Newsletter piece #1017,newsletter,2024-05-01,4894,134,newsletter,email,cmp_030
CNT-01018,Blog piece #1018,blog,2024-11-06,8089,436,blog,content,cmp_006
CNT-01019,Blog piece #1019,blog,2025-02-02,4272,184,blog,content,
CNT-01020,Podcast piece #1020,podcast,2025-04-26,15341,502,podcast,audio,cmp_027
CNT-01021,Instagram piece #1021,instagram,2025-05-21,11188,483,instagram,social,cmp_007
CNT-01022,Youtube piece #1022,youtube,2024-02-16,30761,451,youtube,video,
CNT-01023,Podcast piece #1023,podcast,2024-01-28,16201,450,podcast,audio,
CNT-01024,Newsletter piece #1024,newsletter,2024-12-25,1306,14,newsletter,email,cmp_024
CNT-01025,Podcast piece #1025,podcast,2024-03-27,17801,424,podcast,audio,cmp_026
CNT-01026,Youtube piece #1026,youtube,2025-04-16,39695,1675,youtube,video,cmp_018
CNT-01027,Instagram piece #1027,instagram,2024-01-21,16145,956,instagram,social,cmp_022
CNT-01028,Youtube piece #1028,youtube,2025-05-15,11097,146,youtube,video,cmp_021
CNT-01029,Blog piece #1029,blog,2024-12-13,7519,439,blog,content,
CNT-01030,Youtube piece #1030,youtube,2024-08-07,64727,1484,,video,
CNT-01031,Newsletter piece #1031,newsletter,2024-08-19,50,2,newsletter,email,
CNT-01032,Instagram piece #1032,instagram,2024-03-09,50,1,instagram,social,cmp_010
CNT-01033,Youtube piece #1033,youtube,2024-11-05,22209,943,youtube,video,cmp_012
CNT-01034,Podcast piece #1034,podcast,2025-06-11,14778,466,podcast,audio,cmp_005
CNT-01035,Blog piece #1035,blog,2025-06-12,9071,173,blog,content,
CNT-01036,Newsletter piece #1036,newsletter,2024-10-01,3218,182,newsletter,email,
CNT-01037,Newsletter piece #1037,newsletter,2024-03-02,3475,54,newsletter,email,
CNT-01038,Instagram piece #1038,instagram,2025-03-21,20247,593,instagram,social,
CNT-01039,Blog piece #1039,blog,2024-07-27,7608,174,blog,content,
CNT-01040,Twitter piece #1040,twitter,2025-02-19,7326,149,twitter,social,cmp_017
CNT-01041,Newsletter piece #1041,newsletter,2025-05-12,3220,134,,email,cmp_008
CNT-01042,Youtube piece #1042,youtube,2024-09-21,34389,1687,youtube,video,
CNT-01043,Blog piece #1043,blog,2024-02-13,10045,90,blog,content,cmp_016
CNT-01044,Instagram piece #1044,instagram,2024-03-06,18565,1017,instagram,social,cmp_007
CNT-01045,Newsletter piece #1045,newsletter,2024-05-23,8546,290,newsletter,email,
CNT-01046,Podcast piece #1046,podcast,2025-06-21,26663,562,podcast,audio,cmp_005
CNT-01047,Instagram piece #1047,instagram,2024-12-03,32673,1630,instagram,social,
CNT-01048,Twitter piece #1048,twitter,2024-05-27,1768,23,twitter,social,cmp_019
CNT-01049,Instagram piece #1049,instagram,2024-02-27,9231,529,instagram,social,cmp_009
CNT-01050,Instagram piece #1050,instagram,2024-05-28,22774,612,instagram,social,
CNT-01051,Youtube piece #1051,youtube,2024-02-05,66625,3792,youtube,video,
CNT-01052,Twitter piece #1052,twitter,2024-09-16,3096,113,twitter,social,
CNT-01053,Instagram piece #1053,instagram,2024-05-04,12537,388,,social,
CNT-01054,Instagram piece #1054,instagram,2024-11-04,19890,252,instagram,social,cmp_009
CNT-01055,Twitter piece #1055,twitter,2025-03-25,1953,93,twitter,social,cmp_002
CNT-01056,Newsletter piece #1056,newsletter,2025-04-27,744,34,newsletter,email,cmp_024
CNT-01057,Youtube piece #1057,youtube,2024-06-13,34795,914,youtube,video,
CNT-01058,Blog piece #1058,blog,2024-11-30,1944,61,,content,cmp_020
CNT-01059,Twitter piece #1059,twitter,2025-03-30,12992,374,twitter,social,cmp_002
CNT-01060,Youtube piece #1060,youtube,2024-06-10,30877,647,youtube,video,
CNT-01061,Blog piece #1061,blog,2024-05-13,9134,449,blog,content,cmp_020
CNT-01062,Twitter piece #1062,twitter,2024-09-23,3015,51,twitter,social,cmp_017
CNT-01063,Twitter piece #1063,twitter,2024-03-27,8080,432,twitter,social,
CNT-01064,Twitter piece #1064,twitter,2024-01-22,14334,821,twitter,social,
CNT-01065,Blog piece #1065,blog,2024-08-22,14112,258,blog,content,cmp_014
CNT-01066,Podcast piece #1066,podcast,2025-03-15,1557,61,podcast,audio,
CNT-01067,Twitter piece #1067,twitter,2024-04-30,20761,1000,twitter,social,
CNT-01068,Newsletter piece #1068,newsletter,2024-05-01,8519,167,newsletter,email,
CNT-01069,Instagram piece #1069,instagram,2024-10-21,21710,660,instagram,social,cmp_010
CNT-01070,Blog piece #1070,blog,2024-07-12,2468,73,blog,content,cmp_006
CNT-01071,Instagram piece #1071,instagram,2024-08-29,727,19,instagram,social,cmp_007
CNT-01072,Newsletter piece #1072,newsletter,2024-05-16,945,50,newsletter,email,cmp_008
CNT-01073,Blog piece #1073,blog,2025-01-27,4483,95,blog,content,cmp_006
CNT-01074,Twitter piece #1074,twitter,2025-04-27,645,35,twitter,social,
CNT-01075,Podcast piece #1075,podcast,2024-02-16,25660,713,podcast,audio,
CNT-01076,Twitter piece #1076,twitter,2024-02-12,12287,469,twitter,social,cmp_017
CNT-01077,Newsletter piece #1077,newsletter,2024-05-15,14388,439,newsletter,email,cmp_008
CNT-01078,Newsletter piece #1078,newsletter,2024-10-14,12034,564,newsletter,email,cmp_024
CNT-01079,Podcast piece #1079,podcast,2024-09-27,5425,89,podcast,audio,cmp_023
CNT-01080,Podcast piece #1080,podcast,2025-03-26,13975,150,podcast,audio,cmp_005
CNT-01081,Newsletter piece #1081,newsletter,2024-09-23,10783,151,newsletter,email,cmp_024
CNT-01082,Instagram piece #1082,instagram,2025-05-11,34679,1102,instagram,social,
CNT-01083,Twitter piece #1083,twitter,2024-05-06,9153,208,twitter,social,
CNT-01084,Instagram piece #1084,instagram,2024-08-05,29221,1120,instagram,social,cmp_022
CNT-01085,Twitter piece #1085,twitter,2025-03-02,16749,567,twitter,social,cmp_017
CNT-01086,Blog piece #1086,blog,2024-05-04,4702,133,blog,content,
CNT-01087,Instagram piece #1087,instagram,2024-06-06,36418,1631,instagram,social,
CNT-01088,Instagram piece #1088,instagram,2024-01-06,24644,619,,social,
CNT-01089,Newsletter piece #1089,newsletter,2024-11-28,26861,1481,newsletter,email,cmp_008
CNT-01090,Blog piece #1090,blog,2024-10-16,1148,28,,content,cmp_016
CNT-01091,Newsletter piece #1091,newsletter,2024-04-04,5581,324,newsletter,email,cmp_008
CNT-01092,Twitter piece #1092,twitter,2025-02-01,14675,712,twitter,social,
CNT-01093,Blog piece #1093,blog,2024-06-06,9038,275,blog,content,cmp_020
CNT-01094,Podcast piece #1094,podcast,2024-05-14,22187,591,podcast,audio,cmp_023
CNT-01095,Newsletter piece #1095,newsletter,2025-04-01,12105,451,newsletter,email,
CNT-01096,Instagram piece #1096,instagram,2024-07-09,12098,369,instagram,social,cmp_010
CNT-01097,Newsletter piece #1097,newsletter,2024-08-17,3446,194,newsletter,email,
CNT-01098,Youtube piece #1098,youtube,2024-10-24,10836,350,,video,
CNT-01099,Instagram piece #1099,instagram,2024-06-01,41946,990,instagram,social,cmp_022
CNT-01100,Youtube piece #1100,youtube,2024-03-19,40932,2279,youtube,video,cmp_018
CNT-01101,Youtube piece #1101,youtube,2025-04-20,26402,559,youtube,video,cmp_021
CNT-01102,Youtube piece #1102,youtube,2024-04-26,15343,713,youtube,video,
CNT-01103,Newsletter piece #1103,newsletter,2024-02-16,16507,387,newsletter,email,cmp_030
CNT-01104,Newsletter piece #1104,newsletter,2024-09-28,12908,332,newsletter,email,
CNT-01105,Twitter piece #1105,twitter,2024-07-08,30016,644,twitter,social,cmp_002
CNT-01106,Youtube piece #1106,youtube,2025-02-08,81164,1141,youtube,video,cmp_028
CNT-01107,Newsletter piece #1107,newsletter,2025-05-13,5136,205,newsletter,email,
CNT-01108,Blog piece #1108,blog,2025-02-08,12234,609,blog,content,cmp_003
CNT-01109,Youtube piece #1109,youtube,2024-01-17,39200,368,youtube,video,cmp_011
CNT-01110,Newsletter piece #1110,newsletter,2024-07-14,5076,63,newsletter,email,cmp_024
CNT-01111,Youtube piece #1111,youtube,2024-04-29,52811,2351,youtube,video,cmp_018
CNT-01112,Podcast piece #1112,podcast,2024-09-05,19473,359,podcast,audio,
CNT-01113,Youtube piece #1113,youtube,2024-12-07,83048,3743,youtube,video,
CNT-01114,Blog piece #1114,blog,2024-10-24,6251,62,blog,content,cmp_020
CNT-01115,Podcast piece #1115,podcast,2025-05-14,15361,138,podcast,audio,
CNT-01116,Instagram piece #1116,instagram,2025-03-03,26641,1444,instagram,social,
CNT-01117,Blog piece #1117,blog,2024-12-21,2347,38,blog,content,cmp_014
CNT-01118,Twitter piece #1118,twitter,2025-06-03,14459,280,twitter,social,cmp_025
CNT-01119,Blog piece #1119,blog,2025-04-24,8037,361,blog,content,
CNT-01120,Blog piece #1120,blog,2025-01-03,8201,405,blog,content,
CNT-01121,Podcast piece #1121,podcast,2024-07-31,11968,510,podcast,audio,cmp_027
CNT-01122,Youtube piece #1122,youtube,2025-03-01,88978,5075,youtube,video,cmp_021
CNT-01123,Youtube piece #1123,youtube,2024-01-19,31743,1371,youtube,video,
CNT-01124,Podcast piece #1124,podcast,2024-02-02,20425,1020,podcast,audio,cmp_023
CNT-01125,Youtube piece #1125,youtube,2024-08-17,50,2,youtube,video,
CNT-01126,Podcast piece #1126,podcast,2024-09-30,17450,952,podcast,audio,
CNT-01127,Podcast piece #1127,podcast,2024-04-16,9435,290,podcast,audio,
CNT-01128,Youtube piece #1128,youtube,2024-04-18,50,2,youtube,video,
CNT-01129,Youtube piece #1129,youtube,2024-02-12,28692,405,youtube,video,cmp_028
CNT-01130,Instagram piece #1130,instagram,2025-03-28,21633,1030,instagram,social,
CNT-01131,Twitter piece #1131,twitter,2025-01-07,10012,521,twitter,social,cmp_002
CNT-01132,Twitter piece #1132,twitter,2025-04-30,15379,395,twitter,social,cmp_017
CNT-01133,Blog piece #1133,blog,2025-02-28,2589,41,blog,content,cmp_003
CNT-01134,Twitter piece #1134,twitter,2025-03-15,20177,595,twitter,social,cmp_025
CNT-01135,Blog piece #1135,blog,2025-01-05,9651,463,blog,content,cmp_001
CNT-01136,Youtube piece #1136,youtube,2024-12-12,34894,850,youtube,video,cmp_004
CNT-01137,Newsletter piece #1137,newsletter,2024-02-07,4322,237,,email,
CNT-01138,Blog piece #1138,blog,2025-06-16,1643,96,blog,content,
CNT-01139,Blog piece #1139,blog,2024-11-07,5444,140,blog,content,
CNT-01140,Podcast piece #1140,podcast,2024-05-30,7315,324,podcast,audio,cmp_027
CNT-01141,Blog piece #1141,blog,2024-12-19,10779,312,blog,content,cmp_001
CNT-01142,Podcast piece #1142,podcast,2024-12-08,4817,136,podcast,audio,
CNT-01143,Podcast piece #1143,podcast,2024-10-17,17434,422,podcast,audio,
CNT-01144,Youtube piece #1144,youtube,2024-01-29,76491,4153,youtube,video,cmp_012
CNT-01145,Blog piece #1145,blog,2025-03-08,7735,85,blog,content,
CNT-01146,Instagram piece #1146,instagram,2024-05-06,21477,225,instagram,social,cmp_010
CNT-01147,Podcast piece #1147,podcast,2024-01-06,50,2,podcast,audio,
CNT-01148,Blog piece #1148,blog,2025-06-30,8980,466,blog,content,cmp_020
CNT-01149,Blog piece #1149,blog,2024-05-23,5031,105,blog,content,
CNT-01150,Instagram piece #1150,instagram,2025-04-10,6413,83,instagram,social,
CNT-01151,Youtube piece #1151,youtube,2024-04-04,97292,3187,youtube,video,cmp_021
CNT-01152,Newsletter piece #1152,newsletter,2025-06-15,11829,573,newsletter,email,
CNT-01153,Blog piece #1153,blog,2025-03-09,11500,658,blog,content,cmp_003
CNT-01154,Twitter piece #1154,twitter,2025-06-01,11758,171,twitter,social,cmp_025
CNT-01155,Podcast piece #1155,podcast,2024-04-30,11607,112,podcast,audio,
CNT-01156,Youtube piece #1156,youtube,2025-02-22,17025,233,youtube,video,cmp_021
CNT-01157,Twitter piece #1157,twitter,2024-04-30,50,1,twitter,social,
CNT-01158,Twitter piece #1158,twitter,2025-03-07,27973,294,twitter,social,
CNT-01159,Twitter piece #1159,twitter,2024-07-06,15509,222,twitter,social,
CNT-01160,Newsletter piece #1160,newsletter,2025-05-07,2955,111,newsletter,email,
CNT-01161,Newsletter piece #1161,newsletter,2025-05-01,12601,187,newsletter,email,
CNT-01162,Newsletter piece #1162,newsletter,2025-04-04,158,2,newsletter,email,cmp_030
CNT-01163,Blog piece #1163,blog,2025-02-23,130,3,,content,
CNT-01164,Newsletter piece #1164,newsletter,2024-10-11,14706,611,newsletter,email,
CNT-01165,Podcast piece #1165,podcast,2024-11-12,10709,397,podcast,audio,
CNT-01166,Podcast piece #1166,podcast,2024-02-24,13268,766,podcast,audio,
CNT-01167,Podcast piece #1167,podcast,2024-01-20,30365,526,,audio,
CNT-01168,Twitter piece #1168,twitter,2025-03-30,23584,292,twitter,social,cmp_025
CNT-01169,Youtube piece #1169,youtube,2025-05-18,48789,1499,youtube,video,
CNT-01170,Instagram piece #1170,instagram,2025-01-26,19816,423,instagram,social,cmp_009
CNT-01171,Instagram piece #1171,instagram,2024-05-27,31267,500,instagram,social,
CNT-01172,Youtube piece #1172,youtube,2024-11-29,87103,1518,youtube,video,cmp_004
CNT-01173,Instagram piece #1173,instagram,2024-05-25,12023,330,instagram,social,cmp_009
CNT-01174,Twitter piece #1174,twitter,2024-08-30,15319,515,twitter,social,cmp_002
CNT-01175,Instagram piece #1175,instagram,2024-03-03,15025,171,,social,
CNT-01176,Youtube piece #1176,youtube,2024-10-02,76158,2803,youtube,video,cmp_021
CNT-01177,Blog piece #1177,blog,2024-05-08,4762,58,blog,content,cmp_003
CNT-01178,Instagram piece #1178,instagram,2024-06-21,34702,1688,instagram,social,cmp_022
CNT-01179,Newsletter piece #1179,newsletter,2024-02-12,13365,683,newsletter,email,
CNT-01180,Youtube piece #1180,youtube,2024-03-02,45189,2555,youtube,video,
CNT-01181,Blog piece #1181,blog,2025-01-24,12920,246,blog,content,cmp_003
CNT-01182,Blog piece #1182,blog,2025-06-30,5967,222,blog,content,cmp_001
CNT-01183,Twitter piece #1183,twitter,2024-10-13,15575,533,twitter,social,
CNT-01184,Instagram piece #1184,instagram,2024-09-24,15710,925,instagram,social,cmp_010
CNT-01185,Instagram piece #1185,instagram,2024-08-03,4709,41,instagram,social,
CNT-01186,Youtube piece #1186,youtube,2025-05-02,54128,445,,video,cmp_021
CNT-01187,Blog piece #1187,blog,2025-05-15,6350,310,blog,content,cmp_001
CNT-01188,Blog piece #1188,blog,2025-03-31,1539,66,blog,content,
CNT-01189,Podcast piece #1189,podcast,2025-01-01,1969,98,podcast,audio,cmp_026
CNT-01190,Twitter piece #1190,twitter,2025-03-31,20988,178,twitter,social,
CNT-01191,Blog piece #1191,blog,2025-01-01,8380,339,blog,content,cmp_014
CNT-01192,Instagram piece #1192,instagram,2024-02-07,44676,1009,instagram,social,
CNT-01193,Twitter piece #1193,twitter,2024-01-08,16438,470,twitter,social,
CNT-01194,Newsletter piece #1194,newsletter,2024-06-23,16399,601,newsletter,email,
CNT-01195,Blog piece #1195,blog,2024-06-28,7729,87,blog,content,
CNT-01196,Twitter piece #1196,twitter,2025-06-19,13505,619,twitter,social,
CNT-01197,Youtube piece #1197,youtube,2025-06-29,14305,771,,video,cmp_028
CNT-01198,Blog piece #1198,blog,2024-02-23,2416,126,blog,content,
CNT-01199,Newsletter piece #1199,newsletter,2024-10-07,12186,411,newsletter,email,cmp_030
CNT-01200,Twitter piece #1200,twitter,2024-02-18,18025,404,twitter,social,cmp_002
CNT-01201,Newsletter piece #1201,newsletter,2024-07-18,2983,149,newsletter,email,cmp_030
CNT-01202,Newsletter piece #1202,newsletter,2024-03-17,16518,919,newsletter,email,cmp_008
CNT-01203,Blog piece #1203,blog,2024-04-09,9770,90,blog,content,
CNT-01204,Instagram piece #1204,instagram,2024-09-10,24446,332,instagram,social,cmp_007
CNT-01205,Instagram piece #1205,instagram,2025-06-16,30659,1482,instagram,social,
CNT-01206,Blog piece #1206,blog,2025-04-02,50,1,blog,content,cmp_001
CNT-01207,Newsletter piece #1207,newsletter,2024-11-16,13689,666,,email,
CNT-01208,Youtube piece #1208,youtube,2024-11-04,18554,737,youtube,video,cmp_004
CNT-01209,Podcast piece #1209,podcast,2024-02-23,12543,162,podcast,audio,cmp_005
CNT-01210,Newsletter piece #1210,newsletter,2025-01-28,12518,402,newsletter,email,
CNT-01211,Youtube piece #1211,youtube,2024-12-13,21370,199,youtube,video,
CNT-01212,Youtube piece #1212,youtube,2024-04-15,12078,104,youtube,video,
CNT-01213,Twitter piece #1213,twitter,2024-05-09,8397,251,twitter,social,cmp_015
CNT-01214,Twitter piece #1214,twitter,2024-02-15,7789,86,twitter,social,cmp_017
CNT-01215,Instagram piece #1215,instagram,2024-05-29,28815,744,instagram,social,cmp_022
CNT-01216,Blog piece #1216,blog,2024-05-28,8472,93,blog,content,
CNT-01217,Youtube piece #1217,youtube,2025-03-08,3887,160,youtube,video,cmp_011
CNT-01218,Blog piece #1218,blog,2025-05-02,14196,626,blog,content,
CNT-01219,Instagram piece #1219,instagram,2024-12-09,11749,193,instagram,social,
CNT-01220,Youtube piece #1220,youtube,2025-05-22,26255,509,,video,cmp_011
CNT-01221,Newsletter piece #1221,newsletter,2024-08-06,8538,491,newsletter,email,
CNT-01222,Twitter piece #1222,twitter,2025-02-13,23699,416,twitter,social,cmp_002
CNT-01223,Instagram piece #1223,instagram,2024-01-31,15111,466,instagram,social,
CNT-01224,Instagram piece #1224,instagram,2024-02-14,19534,1146,instagram,social,cmp_009
CNT-01225,Instagram piece #1225,instagram,2024-06-27,13021,225,,social,
CNT-01226,Youtube piece #1226,youtube,2024-01-22,74011,3791,youtube,video,
CNT-01227,Youtube piece #1227,youtube,2024-12-12,66204,1356,youtube,video,
CNT-01228,Podcast piece #1228,podcast,2025-03-20,11999,644,,audio,cmp_023
CNT-01229,Twitter piece #1229,twitter,2024-07-15,1145,28,twitter,social,
CNT-01230,Youtube piece #1230,youtube,2024-07-12,36555,1916,youtube,video,cmp_011
CNT-01231,Youtube piece #1231,youtube,2024-10-13,81780,4772,youtube,video,cmp_004
CNT-01232,Newsletter piece #1232,newsletter,2024-03-07,1282,21,newsletter,email,
CNT-01233,Podcast piece #1233,podcast,2025-01-18,4945,122,podcast,audio,
CNT-01234,Blog piece #1234,blog,2025-05-21,6035,196,blog,content,
CNT-01235,Podcast piece #1235,podcast,2024-02-07,20075,632,podcast,audio,cmp_027
CNT-01236,Newsletter piece #1236,newsletter,2024-06-09,17822,1009,newsletter,email,
CNT-01237,Twitter piece #1237,twitter,2024-03-27,9567,191,,social,cmp_017
CNT-01238,Newsletter piece #1238,newsletter,2025-04-06,13574,438,newsletter,email,
CNT-01239,Instagram piece #1239,instagram,2024-10-06,15861,319,instagram,social,cmp_007
CNT-01240,Instagram piece #1240,instagram,2025-05-28,27594,956,instagram,social,
CNT-01241,Twitter piece #1241,twitter,2024-04-10,17001,618,twitter,social,
CNT-01242,Instagram piece #1242,instagram,2024-11-05,30459,1423,instagram,social,
CNT-01243,Twitter piece #1243,twitter,2024-05-21,24029,1116,twitter,social,cmp_017
CNT-01244,Instagram piece #1244,instagram,2024-12-20,21778,1061,instagram,social,cmp_022
CNT-01245,Blog piece #1245,blog,2024-01-13,1750,83,blog,content,cmp_003
CNT-01246,Blog piece #1246,blog,2024-08-02,6755,220,blog,content,
CNT-01247,Newsletter piece #1247,newsletter,2025-04-17,6902,358,newsletter,email,
CNT-01248,Newsletter piece #1248,newsletter,2024-08-02,9712,299,newsletter,email,cmp_008
CNT-01249,Podcast piece #1249,podcast,2024-05-11,9961,338,podcast,audio,cmp_023
CNT-01250,Newsletter piece #1250,newsletter,2025-03-11,15380,671,newsletter,email,
CNT-01251,Podcast piece #1251,podcast,2024-11-02,14102,688,podcast,audio,cmp_026
CNT-01252,Podcast piece #1252,podcast,2025-02-04,16732,986,podcast,audio,cmp_027
CNT-01253,Twitter piece #1253,twitter,2025-05-01,19253,606,twitter,social,cmp_002
CNT-01254,Blog piece #1254,blog,2024-06-30,8948,86,blog,content,cmp_003
CNT-01255,Twitter piece #1255,twitter,2024-03-12,18035,337,twitter,social,cmp_019
CNT-01256,Youtube piece #1256,youtube,2025-01-12,30904,1080,youtube,video,
CNT-01257,Newsletter piece #1257,newsletter,2025-02-04,9282,333,newsletter,email,cmp_008
CNT-01258,Twitter piece #1258,twitter,2024-07-29,14910,359,twitter,social,
CNT-01259,Twitter piece #1259,twitter,2024-11-13,4745,206,twitter,social,cmp_015
CNT-01260,Newsletter piece #1260,newsletter,2024-03-06,5036,256,newsletter,email,cmp_024
CNT-01261,Podcast piece #1261,podcast,2025-05-17,3574,165,podcast,audio,
CNT-01262,Newsletter piece #1262,newsletter,2024-12-21,9556,424,newsletter,email,cmp_030
CNT-01263,Twitter piece #1263,twitter,2025-03-01,12083,557,twitter,social,
CNT-01264,Twitter piece #1264,twitter,2024-04-07,27449,781,twitter,social,cmp_015
CNT-01265,Instagram piece #1265,instagram,2024-10-25,19546,894,instagram,social,
CNT-01266,Newsletter piece #1266,newsletter,2024-05-04,6454,385,,email,cmp_024
CNT-01267,Newsletter piece #1267,newsletter,2025-04-06,9668,99,,email,
CNT-01268,Blog piece #1268,blog,2025-04-17,8111,225,blog,content,
CNT-01269,Newsletter piece #1269,newsletter,2024-02-08,10363,577,newsletter,email,
CNT-01270,Newsletter piece #1270,newsletter,2025-04-17,8159,94,newsletter,email,cmp_024
CNT-01271,Twitter piece #1271,twitter,2025-04-27,17918,302,,social,cmp_017
CNT-01272,Youtube piece #1272,youtube,2025-02-04,50,0,youtube,video,cmp_012
CNT-01273,Twitter piece #1273,twitter,2025-03-27,8839,86,twitter,social,cmp_002
CNT-01274,Blog piece #1274,blog,2025-06-19,7957,328,blog,content,
CNT-01275,Newsletter piece #1275,newsletter,2024-11-11,1915,20,newsletter,email,cmp_008
CNT-01276,Instagram piece #1276,instagram,2024-09-01,28144,517,,social,cmp_007
CNT-01277,Instagram piece #1277,instagram,2024-07-15,19968,1155,instagram,social,
CNT-01278,Blog piece #1278,blog,2024-06-20,4823,220,,content,cmp_029
CNT-01279,Instagram piece #1279,instagram,2024-11-26,14084,264,instagram,social,
CNT-01280,Youtube piece #1280,youtube,2024-08-25,38346,733,youtube,video,cmp_018
CNT-01281,Blog piece #1281,blog,2024-11-19,8483,164,blog,content,cmp_016
CNT-01282,Instagram piece #1282,instagram,2024-02-14,22686,260,instagram,social,cmp_022
CNT-01283,Newsletter piece #1283,newsletter,2024-04-14,6018,336,newsletter,email,cmp_008
CNT-01284,Podcast piece #1284,podcast,2024-11-28,50,2,podcast,audio,
CNT-01285,Blog piece #1285,blog,2024-05-16,3479,187,blog,content,
CNT-01286,Newsletter piece #1286,newsletter,2024-03-10,13932,354,newsletter,email,
CNT-01287,Newsletter piece #1287,newsletter,2025-06-07,5784,222,newsletter,email,cmp_030
CNT-01288,Youtube piece #1288,youtube,2024-11-12,29821,605,youtube,video,cmp_004
CNT-01289,Youtube piece #1289,youtube,2024-05-20,29032,461,youtube,video,cmp_028
CNT-01290,Podcast piece #1290,podcast,2025-03-30,20354,945,podcast,audio,cmp_005
CNT-01291,Podcast piece #1291,podcast,2025-02-28,10562,97,podcast,audio,cmp_023
CNT-01292,Twitter piece #1292,twitter,2024-02-25,7237,399,twitter,social,cmp_015
CNT-01293,Podcast piece #1293,podcast,2025-01-25,9320,379,,audio,cmp_023
CNT-01294,Youtube piece #1294,youtube,2024-05-24,42687,2424,youtube,video,cmp_021
CNT-01295,Twitter piece #1295,twitter,2024-08-29,4418,142,twitter,social,cmp_019
CNT-01296,Twitter piece #1296,twitter,2024-09-11,11646,276,twitter,social,
CNT-01297,Twitter piece #1297,twitter,2024-10-05,17353,996,twitter,social,cmp_019
CNT-01298,Newsletter piece #1298,newsletter,2025-03-08,3817,130,newsletter,email,
CNT-01299,Newsletter piece #1299,newsletter,2024-01-21,8379,103,newsletter,email,cmp_030
CNT-01300,Twitter piece #1300,twitter,2024-06-28,4418,94,twitter,social,cmp_019
CNT-01301,Podcast piece #1301,podcast,2025-05-07,19389,628,podcast,audio,cmp_005
CNT-01302,Podcast piece #1302,podcast,2025-01-18,17131,574,podcast,audio,
CNT-01303,Blog piece #1303,blog,2025-01-17,3696,219,,content,
CNT-01304,Youtube piece #1304,youtube,2025-01-29,60420,3411,youtube,video,
CNT-01305,Instagram piece #1305,instagram,2024-12-22,6740,295,instagram,social,
CNT-01306,Newsletter piece #1306,newsletter,2024-09-09,7664,157,,email,
CNT-01307,Blog piece #1307,blog,2024-01-29,4320,93,blog,content,
CNT-01308,Instagram piece #1308,instagram,2024-09-10,4019,157,instagram,social,
CNT-01309,Youtube piece #1309,youtube,2024-04-29,50101,2789,youtube,video,
CNT-01310,Youtube piece #1310,youtube,2025-06-14,6510,360,youtube,video,cmp_018
CNT-01311,Instagram piece #1311,instagram,2024-11-05,5706,308,instagram,social,
CNT-01312,Blog piece #1312,blog,2024-04-01,5981,81,blog,content,
CNT-01313,Twitter piece #1313,twitter,2024-10-02,11867,340,twitter,social,
CNT-01314,Newsletter piece #1314,newsletter,2024-01-02,50,0,newsletter,email,cmp_024
CNT-01315,Blog piece #1315,blog,2024-10-22,5765,158,blog,content,cmp_003
CNT-01316,Podcast piece #1316,podcast,2024-04-22,9525,299,podcast,audio,cmp_005
CNT-01317,Blog piece #1317,blog,2024-07-06,6853,405,blog,content,cmp_016
CNT-01318,Youtube piece #1318,youtube,2024-06-19,28579,347,youtube,video,cmp_004
CNT-01319,Instagram piece #1319,instagram,2024-01-31,9077,390,instagram,social,cmp_007
CNT-01320,Blog piece #1320,blog,2024-02-12,3896,50,blog,content,cmp_016
CNT-01321,Podcast piece #1321,podcast,2024-09-29,24277,619,podcast,audio,cmp_026
CNT-01322,Instagram piece #1322,instagram,2024-09-02,15817,900,instagram,social,cmp_007
CNT-01323,Instagram piece #1323,instagram,2024-12-04,22359,1191,instagram,social,
CNT-01324,Twitter piece #1324,twitter,2024-01-27,11469,450,twitter,social,cmp_015
CNT-01325,Instagram piece #1325,instagram,2025-04-07,7750,253,instagram,social,cmp_010
CNT-01326,Youtube piece #1326,youtube,2025-01-03,18192,971,youtube,video,
CNT-01327,Blog piece #1327,blog,2025-03-30,6427,298,blog,content,cmp_014
